Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,File Path,Open Finder
3KCI4WM3,journalArticle,2007,"Todini, E.","Hydrological catchment modelling: past, present and future",Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-11-468-2007,https://hess.copernicus.org/articles/11/468/2007/,"Abstract. This paper discusses basic issues in hydrological modelling and flood forecasting, ranging from the roles of physically-based and data-driven rainfall runoff models, to the concepts of predictive uncertainty and equifinality and their implications. The evolution of a wide range of hydrological catchment models employing the physically meaningful and data-driven approaches introduces the need for objective test beds or benchmarks to assess the merits of the different models in reconciling the alternative approaches. In addition, the paper analyses uncertainty in models and predictions by clarifying the meaning of uncertainty, by distinguishing between parameter and predictive uncertainty and by demonstrating how the concept of equifinality must be addressed by appropriate and robust inference approaches. Finally, the importance of predictive uncertainty in the decision making process is highlighted together with possible approaches aimed at overcoming the diffidence of end-users.",2007-01-17,2023-03-16 17:52:34,2023-04-06 23:20:47,2023-04-06 23:00:56,468-482,,1,11,,Hydrol. Earth Syst. Sci.,Hydrological catchment modelling,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\86GFDD7A\Todini - 2007 - Hydrological catchment modelling past, present an.pdf; ",https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846392553&doi=10.5194%2fhess-11-468-2007&partnerID=40&md5=e45d2364384be60b6c1fb1b3f35cfe03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\86GFDD7A\Todini - 2007 - Hydrological catchment modelling past, present an.pdf';","Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\86GFDD7A\Todini - 2007 - Hydrological catchment modelling past, present an.pdf';"
D4KEYJDM,journalArticle,1988,"Todini, E.","Rainfall-runoff modeling — Past, present and future",Journal of Hydrology,,00221694,10.1016/0022-1694(88)90191-6,https://linkinghub.elsevier.com/retrieve/pii/0022169488901916,,1988-07,2023-03-16 17:52:34,2023-04-06 23:29:02,2023-04-06 23:00:56,341-352,,1-3,100,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\AXRN647G\Todini - 1988 - Rainfall-runoff modeling - Past, present and futur.pdf; ",https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024165503&doi=10.1016%2f0022-1694%2888%2990191-6&partnerID=40&md5=eb68d7bb98f350ef0acbbc851137209e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\AXRN647G\Todini - 1988 - Rainfall-runoff modeling - Past, present and futur.pdf';","Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\AXRN647G\Todini - 1988 - Rainfall-runoff modeling - Past, present and futur.pdf';"
LZH3S3SR,journalArticle,1996,"Todini, E.",The ARNO rainfall—runoff model,Journal of Hydrology,,00221694,10.1016/S0022-1694(96)80016-3,https://linkinghub.elsevier.com/retrieve/pii/S0022169496800163,,1996-02,2023-03-16 17:52:34,2023-04-06 23:29:05,2023-04-06 23:00:52,339-382,,1-4,175,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030483015&doi=10.1016%2fS0022-1694%2896%2980016-3&partnerID=40&md5=b5ccaaf6003d6f4935f49ced3f4b6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6W5H2YSA,journalArticle,2004,"Uhlenbrook, Stefan; Roser, Stefan; Tilch, Nils","Hydrological process representation at the meso-scale: the potential of a distributed, conceptual catchment model",Journal of Hydrology,,00221694,10.1016/j.jhydrol.2003.12.038,https://linkinghub.elsevier.com/retrieve/pii/S0022169404000368,,2004-06,2023-03-16 17:52:34,2023-04-06 23:20:48,2023-04-06 23:00:59,278-296,,3-4,291,,Journal of Hydrology,Hydrological process representation at the meso-scale,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\D2BFC38F\Uhlenbrook et al. - 2004 - Hydrological process representation at the meso-sc.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942502429&doi=10.1016%2fj.jhydrol.2003.12.038&partnerID=40&md5=0f934101a6bf5448969b6fce546b4aea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\D2BFC38F\Uhlenbrook et al. - 2004 - Hydrological process representation at the meso-sc.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\D2BFC38F\Uhlenbrook et al. - 2004 - Hydrological process representation at the meso-sc.pdf';
CMWGG3JD,conferencePaper,2002,"Umakhanthan, K.; Ball, James E.",Estimation of Rainfall Heterogeneity across Space and Time Scale,Global Solutions for Urban Drainage,978-0-7844-0644-1,,10.1061/40644(2002)242,http://ascelibrary.org/doi/10.1061/40644%282002%29242,,2002-09-05,2023-03-16 17:52:34,2023-04-06 23:20:49,2023-04-06 23:00:46,1-16,,,,,,,,,,,American Society of Civil Engineers,"Lloyd Center Doubletree Hotel, Portland, Oregon, United States",en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036391499&doi=10.1061%2f40644%282002%29242&partnerID=40&md5=b936e7126317e6806de3bef6a6596491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ninth International Conference on Urban Drainage (9ICUD),,,,,,,,,,,,,,,,,
BKBF49F2,journalArticle,2005,"Umakhanthan, Kanagaratnam; Ball, James E.",Rainfall models for catchment simulation,Australasian Journal of Water Resources,,,,,,2005,2023-03-16 17:52:34,2023-03-16 17:52:34,,55-67,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ82DLRE,journalArticle,2021,"Universidad Autónoma de San Luis Potosí, San Luis Potosí, México; Campos-Aranda, Daniel Francisco",Ajuste de la distribución no estacionaria GVE11 a través de momentos L,Tecnología y ciencias del agua,,20072422,10.24850/j-tyca-2021-03-05,http://revistatyca.org.mx/index.php/tyca/article/view/2305,,2021-05-01,2023-04-06 23:00:42,2023-04-06 23:03:02,2023-04-06 23:00:39,164-203,,3,12,,Tecnol. cienc. agua,,,,,,,,,,,,,DOI.org (Crossref),,,,"C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\44T52XM3\Universidad Autónoma de San Luis Potosí, San Luis Potosí, México and Campos-Aranda - 2021 - Ajuste de la distribución no estacionaria GVE11 a .pdf; ",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104537339&doi=10.24850%2fJ-TYCA-2021-03-05&partnerID=40&md5=9623a3f7789fca8e2887d1d148f465c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\44T52XM3\Universidad Autónoma de San Luis Potosí, San Luis Potosí, México and Campos-Aranda - 2021 - Ajuste de la distribución no estacionaria GVE11 a .pdf';","Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\44T52XM3\Universidad Autónoma de San Luis Potosí, San Luis Potosí, México and Campos-Aranda - 2021 - Ajuste de la distribución no estacionaria GVE11 a .pdf';"
53TT7PV6,conferencePaper,2007,"Urbonas, Ben; Wulliman, Jim",Stormwater runoff control using full spectrum detention,,,,,,,2007,2023-03-16 17:52:34,2023-03-16 17:52:34,,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Environmental and Water Resources Congress 2007: Restoring Our Natural Habitat,,,,,,,,,,,,,,,,,
KASJMBK4,journalArticle,1985,"Valdes, Juan B.; Rodriguez-Iturbe, Ignacio; Gupta, Vijay K.",Approximations of Temporal Rainfall From a Multidimensional Model,Water Resources Research,,00431397,10.1029/WR021i008p01259,http://doi.wiley.com/10.1029/WR021i008p01259,,1985-08,2023-03-16 17:52:34,2023-04-06 23:03:04,2023-04-06 23:01:00,1259-1270,,8,21,,Water Resour. Res.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022165192&doi=10.1029%2fWR021i008p01259&partnerID=40&md5=d1ebdda123d35614a8d2f02f337f3f04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVXP7QIE,journalArticle,2009,"Velasco-Forero, Carlos A.; Sempere-Torres, Daniel; Cassiraga, Eduardo F.; Jaime Gómez-Hernández, J.",A non-parametric automatic blending methodology to estimate rainfall fields from rain gauge and radar data,Advances in Water Resources,,03091708,10.1016/j.advwatres.2008.10.004,https://linkinghub.elsevier.com/retrieve/pii/S0309170808001760,,2009-07,2023-03-16 17:52:34,2023-04-06 23:03:05,2023-04-06 23:01:06,986-1002,,7,32,,Advances in Water Resources,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\C6BAH38K\Velasco-Forero et al. - 2009 - A non-parametric automatic blending methodology to.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349130361&doi=10.1016%2fj.advwatres.2008.10.004&partnerID=40&md5=b66985b743c883322c0a697453845cfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\C6BAH38K\Velasco-Forero et al. - 2009 - A non-parametric automatic blending methodology to.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\C6BAH38K\Velasco-Forero et al. - 2009 - A non-parametric automatic blending methodology to.pdf';
2FW9V62Z,journalArticle,2022,"Vidrio-Sahagún, Cuauhtémoc Tonatiuh; He, Jianxun",Hydrological frequency analysis under nonstationarity using the Metastatistical approach and its simplified version,Advances in Water Resources,,03091708,10.1016/j.advwatres.2022.104244,https://linkinghub.elsevier.com/retrieve/pii/S0309170822001154,,2022-08,2023-03-16 17:52:34,2023-04-06 23:03:07,2023-04-06 23:01:08,104244,,,166,,Advances in Water Resources,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\JDVYYSYC\Vidrio-Sahagún and He - 2022 - Hydrological frequency analysis under nonstationar.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131463900&doi=10.1016%2fj.advwatres.2022.104244&partnerID=40&md5=27cafb31ec6c80f7248a9eddeac2d3ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\JDVYYSYC\Vidrio-Sahagún and He - 2022 - Hydrological frequency analysis under nonstationar.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\JDVYYSYC\Vidrio-Sahagún and He - 2022 - Hydrological frequency analysis under nonstationar.pdf';
65QF9YU5,journalArticle,2022,"Vidrio-Sahagún, Cuauhtémoc Tonatiuh; He, Jianxun",The decomposition-based nonstationary flood frequency analysis,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2022.128186,https://linkinghub.elsevier.com/retrieve/pii/S0022169422007594,,2022-09,2023-03-16 17:52:34,2023-04-06 23:03:09,2023-04-06 23:01:08,128186,,,612,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\CIMRTLDL\Vidrio-Sahagún and He - 2022 - The decomposition-based nonstationary flood freque.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134433019&doi=10.1016%2fj.jhydrol.2022.128186&partnerID=40&md5=678c4e52604c6f1ad9ba9e84e750345b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\CIMRTLDL\Vidrio-Sahagún and He - 2022 - The decomposition-based nonstationary flood freque.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\CIMRTLDL\Vidrio-Sahagún and He - 2022 - The decomposition-based nonstationary flood freque.pdf';
5DB4UZRT,journalArticle,2021,"Vidrio-Sahagún, Cuauhtémoc Tonatiuh; He, Jianxun; Kasiviswanathan, K.S.; Sen, Subhamoy",Stationary hydrological frequency analysis coupled with uncertainty assessment under nonstationary scenarios,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2020.125725,https://linkinghub.elsevier.com/retrieve/pii/S0022169420311860,,2021-07,2023-03-16 17:52:34,2023-04-06 23:03:11,2023-04-06 23:01:02,125725,,,598,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YLF4AQNB\Vidrio-Sahagún et al. - 2021 - Stationary hydrological frequency analysis coupled.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096463997&doi=10.1016%2fj.jhydrol.2020.125725&partnerID=40&md5=884c815fbb8c6bd3edbfe9cbec51f28e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YLF4AQNB\Vidrio-Sahagún et al. - 2021 - Stationary hydrological frequency analysis coupled.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\YLF4AQNB\Vidrio-Sahagún et al. - 2021 - Stationary hydrological frequency analysis coupled.pdf';
86CCM37Y,journalArticle,2015,"Volpi, E.; Fiori, A.; Grimaldi, S.; Lombardo, F.; Koutsoyiannis, D.",One hundred years of return period: Strengths and limitations,Water Resources Research,,"0043-1397, 1944-7973",10.1002/2015WR017820,https://onlinelibrary.wiley.com/doi/abs/10.1002/2015WR017820,,2015-10,2023-03-16 17:52:34,2023-04-06 23:20:51,2023-04-06 23:01:15,8570-8585,,10,51,,Water Resour. Res.,One hundred years of return period,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\RPU3MDA6\Volpi et al. - 2015 - One hundred years of return period Strengths and .pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956845000&doi=10.1002%2f2015WR017820&partnerID=40&md5=03ca1424c3342896484babfbc9cbfd6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\RPU3MDA6\Volpi et al. - 2015 - One hundred years of return period Strengths and .pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\RPU3MDA6\Volpi et al. - 2015 - One hundred years of return period Strengths and .pdf';
R8ZG25LE,journalArticle,2019,"Volpi, Elena",On return period and probability of failure in hydrology,WIREs Water,,"2049-1948, 2049-1948",10.1002/wat2.1340,https://onlinelibrary.wiley.com/doi/10.1002/wat2.1340,,2019-05,2023-03-16 17:52:34,2023-04-06 23:03:12,2023-04-06 23:00:55,,,3,6,,WIREs Water,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071062964&doi=10.1002%2fWAT2.1340&partnerID=40&md5=9d4495d65e597ed0202f620707237f4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZQZ49D9,journalArticle,2019,"Volpi, Elena; Fiori, Aldo; Grimaldi, Salvatore; Lombardo, Federico; Koutsoyiannis, Demetris",Save hydrological observations! Return period estimation without data decimation,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2019.02.017,https://linkinghub.elsevier.com/retrieve/pii/S002216941930174X,,2019-04,2023-03-16 17:52:34,2023-04-06 23:20:52,2023-04-06 23:01:14,782-792,,,571,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2NJSTNDG\Volpi et al. - 2019 - Save hydrological observations! Return period esti.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062085060&doi=10.1016%2fj.jhydrol.2019.02.017&partnerID=40&md5=2e291121aea6f834ba6c3b1fae4cbb9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2NJSTNDG\Volpi et al. - 2019 - Save hydrological observations! Return period esti.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2NJSTNDG\Volpi et al. - 2019 - Save hydrological observations! Return period esti.pdf';
NXWU24N2,conferencePaper,2014,"Walton, R.; Canning, S.; McAvoy, L.","Flood magnitude estimation: Choose any number you like, so long as it matches the design rainfall technique",,,,,,,2014,2023-03-16 17:52:34,2023-03-16 17:52:34,,13-18,,,,,,,,,,,,,,,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925149247&partnerID=40&md5=ee4d0c7522966c30fd92e6182e4e07b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hydrology and Water Resources Symposium 2014, HWRS 2014 - Conference Proceedings",,,,,,,,,,,,,,,,,
YL6R8AGG,journalArticle,2019,"Wang, Jun; Zhang, Shouhong; Guo, Yiping",Analyzing the Impact of Impervious Area Disconnection on Urban Runoff Control Using an Analytical Probabilistic Model,Water Resources Management,,"0920-4741, 1573-1650",10.1007/s11269-019-02211-0,http://link.springer.com/10.1007/s11269-019-02211-0,,2019-03,2023-03-16 17:52:34,2023-04-06 23:20:54,2023-04-06 23:01:06,1753-1768,,5,33,,Water Resour Manage,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\W5YCUTIE\Wang et al. - 2019 - Analyzing the Impact of Impervious Area Disconnect.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061794833&doi=10.1007%2fs11269-019-02211-0&partnerID=40&md5=a2f358291090197acd1fefad3b0de602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\W5YCUTIE\Wang et al. - 2019 - Analyzing the Impact of Impervious Area Disconnect.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\W5YCUTIE\Wang et al. - 2019 - Analyzing the Impact of Impervious Area Disconnect.pdf';
XWEVCFY8,journalArticle,2015,"Wang, L.-P.; Ochoa-Rodríguez, S.; Onof, C.; Willems, P.",Singularity-sensitive gauge-based radar rainfall adjustment methods for urban hydrological applications,Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-19-4001-2015,https://hess.copernicus.org/articles/19/4001/2015/,"Abstract. Gauge-based radar rainfall adjustment techniques have been widely used to improve the applicability of radar rainfall estimates to large-scale hydrological modelling. However, their use for urban hydrological applications is limited as they were mostly developed based upon Gaussian approximations and therefore tend to smooth off so-called ""singularities"" (features of a non-Gaussian field) that can be observed in the fine-scale rainfall structure. Overlooking the singularities could be critical, given that their distribution is highly consistent with that of local extreme magnitudes. This deficiency may cause large errors in the subsequent urban hydrological modelling. To address this limitation and improve the applicability of adjustment techniques at urban scales, a method is proposed herein which incorporates a local singularity analysis into existing adjustment techniques and allows the preservation of the singularity structures throughout the adjustment process. In this paper the proposed singularity analysis is incorporated into the Bayesian merging technique and the performance of the resulting singularity-sensitive method is compared with that of the original Bayesian (non singularity-sensitive) technique and the commonly used mean field bias adjustment. This test is conducted using as case study four storm events observed in the Portobello catchment (53 km2) (Edinburgh, UK) during 2011 and for which radar estimates, dense rain gauge and sewer flow records, as well as a recently calibrated urban drainage model were available. The results suggest that, in general, the proposed singularity-sensitive method can effectively preserve the non-normality in local rainfall structure, while retaining the ability of the original adjustment techniques to generate nearly unbiased estimates. Moreover, the ability of the singularity-sensitive technique to preserve the non-normality in rainfall estimates often leads to better reproduction of the urban drainage system's dynamics, particularly of peak runoff flows.",2015-09-29,2023-03-16 17:52:34,2023-04-06 23:20:55,2023-04-06 23:01:06,4001-4021,,9,19,,Hydrol. Earth Syst. Sci.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EZKC75DD\Wang et al. - 2015 - Singularity-sensitive gauge-based radar rainfall a.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942745253&doi=10.5194%2fhess-19-4001-2015&partnerID=40&md5=cb0160b009a353c690fec1b098551bef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EZKC75DD\Wang et al. - 2015 - Singularity-sensitive gauge-based radar rainfall a.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\EZKC75DD\Wang et al. - 2015 - Singularity-sensitive gauge-based radar rainfall a.pdf';
2RFX4YTR,journalArticle,2013,"Wang, Li-Pen; Ochoa-Rodríguez, Susana; Simões, Nuno Eduardo; Onof, Christian; Maksimović, Čedo",Radar–raingauge data combination techniques: a revision and analysis of their suitability for urban hydrology,Water Science and Technology,,"0273-1223, 1996-9732",10.2166/wst.2013.300,https://iwaponline.com/wst/article/68/4/737/17646/Radarraingauge-data-combination-techniques-a,"The applicability of the operational radar and raingauge networks for urban hydrology is insufficient. Radar rainfall estimates provide a good description of the spatiotemporal variability of rainfall; however, their accuracy is in general insufficient. It is therefore necessary to adjust radar measurements using raingauge data, which provide accurate point rainfall information. Several gauge-based radar rainfall adjustment techniques have been developed and mainly applied at coarser spatial and temporal scales; however, their suitability for small-scale urban hydrology is seldom explored. In this paper a review of gauge-based adjustment techniques is first provided. After that, two techniques, respectively based upon the ideas of mean bias reduction and error variance minimisation, were selected and tested using as case study an urban catchment (∼8.65 km2) in North-East London. The radar rainfall estimates of four historical events (2010–2012) were adjusted using in situ raingauge estimates and the adjusted rainfall fields were applied to the hydraulic model of the study area. The results show that both techniques can effectively reduce mean bias; however, the technique based upon error variance minimisation can in general better reproduce the spatial and temporal variability of rainfall, which proved to have a significant impact on the subsequent hydraulic outputs. This suggests that error variance minimisation based methods may be more appropriate for urban-scale hydrological applications.",2013-08-01,2023-03-16 17:52:34,2023-04-06 23:20:57,2023-04-06 23:01:01,737-747,,4,68,,,Radar–raingauge data combination techniques,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883789668&doi=10.2166%2fwst.2013.300&partnerID=40&md5=a2cd47e3f3113e2d707ccd3f2a6580f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
